Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 0PY,91,42.72%
CF3 0PT,51,41.46%
CF3 0PL,21,14.58%
CF3 0PW,21,14.58%
CF3 0PJ,16,12.03%
CF3 0PP,16,12.03%
CF3 0PR,16,12.03%
CF3 0PF,11,9.82%
CF3 0PG,11,9.82%
CF3 0PZ,12,8.16%
CF3 0QA,12,8.16%
CF3 0QB,12,8.16%
CF3 0QD,12,8.16%
CF3 0RD,4,3.42%
CF3 0RF,4,3.42%
CF3 0PH,2,1.54%
CF3 0PQ,1,0.99%
CF3 0PS,1,0.99%
CF3 0PU,1,0.99%
CF3 0RA,1,0.76%
CF3 0RB,1,0.76%
CF3 0RE,1,0.76%
CF3 0RG,1,0.76%
CF3 0PN,0,0.00%
CF3 0PX,0,0.00%
