Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 1XH,58,52.73%
CF3 1YA,58,52.73%
CF3 1UT,57,37.25%
CF3 1YL,55,35.26%
CF3 1US,49,34.03%
CF3 1TN,47,31.97%
CF3 1UF,35,24.82%
CF3 1UG,35,24.82%
CF3 1UJ,35,24.82%
CF3 1UL,35,24.82%
CF3 1XQ,35,24.82%
CF3 1TL,26,19.40%
CF3 1XY,21,14.58%
