Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 0NJ,88,81.48%
CF3 0NP,90,79.65%
CF3 0NQ,90,79.65%
CF3 0NR,90,79.65%
CF3 0NT,92,70.77%
CF3 0NW,51,41.46%
CF3 0NS,54,30.17%
CF3 0NN,22,16.92%
CF3 0NG,17,14.29%
CF3 0PB,11,9.82%
CF3 0PD,11,9.82%
CF3 0LZ,8,4.68%
CF3 0NE,8,4.68%
CF3 0NF,8,4.68%
CF3 0PA,4,3.15%
CF3 0PE,4,3.15%
CF3 0NA,4,3.13%
CF3 0NB,4,3.13%
CF3 0ND,4,3.13%
CF3 0NH,4,3.13%
CF3 0NL,4,3.13%
CF3 0NY,2,1.54%
CF3 0NZ,2,1.54%
CF3 0NU,0,0.00%
CF3 0NX,0,0.00%
