Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 3HY,67,58.77%
CF3 3HZ,67,58.77%
CF3 3JB,67,58.77%
CF3 3JF,67,58.77%
CF3 3JG,67,58.77%
CF3 3JH,67,58.77%
CF3 3JX,67,58.77%
CF3 3JW,48,42.11%
CF3 3LD,48,42.11%
CF3 3JA,70,33.65%
CF3 3JE,70,33.65%
CF3 3JQ,21,17.07%
CF3 3JS,21,17.07%
CF3 3JT,21,17.07%
CF3 3LA,21,17.07%
CF3 3LB,21,17.07%
CF3 3JD,9,8.82%
CF3 3JU,9,8.82%
CF3 3JY,9,8.82%
CF3 3JZ,9,8.82%
CF3 3JL,2,1.59%
CF3 3JR,2,1.59%
CF3 3JJ,1,0.88%
CF3 3JN,1,0.88%
CF3 3JP,1,0.88%
