Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 0BJ,162,86.63%
CF3 0BP,162,86.63%
CF3 0BN,82,82.00%
CF3 0BG,87,60.42%
CF3 0BH,66,51.97%
CF3 0BL,66,48.89%
CF3 0BQ,66,48.89%
CF3 0BY,66,30.84%
CF3 0BZ,54,30.17%
CF3 0BS,10,7.09%
CF3 0BT,10,7.09%
CF3 0BU,10,7.09%
CF3 0BW,10,7.09%
CF3 0BX,10,7.09%
CF3 0DP,8,5.56%
CF3 0DF,6,5.26%
CF3 0DH,6,5.26%
CF3 0DJ,6,5.26%
CF3 0DL,6,5.26%
CF3 0DN,6,5.26%
CF3 0DA,1,0.93%
CF3 0DB,1,0.93%
CF3 0DD,1,0.93%
CF3 0DE,1,0.93%
CF3 0DG,1,0.93%
