Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 4ZP,85,47.22%
CF3 4LL,49,40.50%
CF3 4TA,39,39.80%
CF3 4JL,43,36.13%
CF3 4JH,41,28.67%
CF3 4JP,41,28.67%
CF3 4JR,41,28.67%
CF3 4JS,41,28.67%
CF3 4JJ,38,26.76%
CF3 4TB,19,16.38%
CF3 4TD,19,16.38%
CF3 4TE,19,16.38%
CF3 4LH,7,4.76%
CF3 4LJ,7,4.76%
CF3 4LR,7,4.76%
CF3 4LS,7,4.76%
CF3 4LQ,1,0.88%
CF3 4JN,0,0.00%
CF3 4JQ,0,0.00%
CF3 4TG,0,0.00%
