Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 2EW,58,52.73%
CF3 2GA,58,52.73%
CF3 2GH,58,52.73%
CF3 2GJ,58,52.73%
CF3 2PU,58,52.73%
CF3 2PW,58,52.73%
CF3 2PX,58,52.73%
CF3 2PY,58,52.73%
CF3 2PZ,58,52.73%
CF3 2EX,28,21.71%
CF3 2EY,28,21.71%
CF3 2HP,28,21.71%
CF3 2EZ,26,18.18%
CF3 2NL,3,2.36%
CF3 2PR,3,2.36%
CF3 2LF,0,0.00%
CF3 2LG,0,0.00%
CF3 2NA,0,0.00%
CF3 2NJ,0,0.00%
CF3 2NN,0,0.00%
CF3 2PS,0,0.00%
CF3 2SA,0,0.00%
CF3 2SB,0,0.00%
CF3 2SD,0,0.00%
CF3 2SE,0,0.00%
