Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 4BE,43,36.13%
CF3 4BF,41,28.67%
CF3 4AT,34,24.46%
CF3 4AU,34,24.46%
CF3 4AW,34,24.46%
CF3 4AX,34,24.46%
CF3 4BD,34,24.46%
CF3 4BG,4,3.54%
CF3 4AJ,2,1.60%
CF3 4AL,2,1.60%
CF3 4AN,2,1.60%
CF3 4AQ,2,1.60%
CF3 4AR,2,1.60%
CF3 4AS,2,1.60%
CF3 4AA,2,1.45%
CF3 4AB,2,1.45%
CF3 4AE,2,1.45%
CF3 4AH,2,1.45%
CF3 4AP,2,1.45%
CF3 4AD,0,0.00%
CF3 4AF,0,0.00%
CF3 4AG,0,0.00%
CF3 4AZ,0,0.00%
CF3 4BA,0,0.00%
CF3 4BB,0,0.00%
