Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 6AB,43,36.13%
CF3 6AE,43,36.13%
CF3 6AT,43,36.13%
CF3 6AU,43,36.13%
CF3 6AW,43,36.13%
CF3 6AX,43,36.13%
CF3 6AF,26,23.01%
CF3 6AH,26,23.01%
CF3 6AY,26,23.01%
CF3 6AJ,14,10.22%
CF3 6BA,14,10.22%
CF3 6BB,14,10.37%
CF3 6BD,14,10.22%
CF3 6BE,14,10.22%
CF3 6BF,14,10.22%
CF3 6BG,14,10.22%
CF3 6AZ,5,3.57%
CF3 6AG,1,0.83%
CF3 6AL,1,0.78%
CF3 6AN,1,0.78%
CF3 6AP,1,0.78%
CF3 6AQ,1,0.78%
CF3 6AR,1,0.78%
CF3 6AS,1,0.78%
CF3 6AA,1,0.55%
