Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 0DX,101,90.99%
CF3 0DY,101,90.99%
CF3 0EP,92,70.77%
CF3 0ET,92,70.77%
CF3 0EU,92,70.77%
CF3 0ES,66,48.89%
CF3 0DZ,51,41.46%
CF3 0EA,66,30.84%
CF3 0EB,66,30.84%
CF3 0ED,66,30.84%
CF3 0EE,66,30.84%
CF3 0EN,54,30.17%
CF3 0EQ,54,30.17%
CF3 0ER,54,30.17%
CF3 0DQ,8,5.56%
CF3 0DR,8,5.56%
CF3 0DW,6,5.26%
CF3 0DS,6,4.17%
CF3 0DT,6,4.17%
CF3 0DU,6,4.17%
CF3 0EF,1,0.93%
CF3 0EH,1,0.93%
CF3 0EG,1,0.78%
CF3 0EJ,0,0.00%
CF3 0EL,0,0.00%
