Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 2AG,58,52.73%
CF3 2EE,58,52.73%
CF3 2EF,58,52.73%
CF3 2EJ,58,52.73%
CF3 2EN,58,52.73%
CF3 2ER,58,52.73%
CF3 2ES,58,52.73%
CF3 2EU,58,52.73%
CF3 2EQ,59,38.56%
CF3 2ET,59,38.56%
CF3 2EH,28,21.71%
CF3 2EP,28,21.71%
CF3 2AZ,26,18.18%
CF3 2AA,22,16.92%
CF3 2AB,22,16.92%
CF3 2AF,22,16.92%
CF3 2AW,3,2.36%
CF3 2AX,3,2.36%
CF3 2AH,2,1.49%
CF3 2AD,1,0.78%
CF3 2AE,1,0.78%
CF3 2ED,1,0.78%
CF3 2AJ,0,0.00%
CF3 2AY,0,0.00%
CF3 2DY,0,0.00%
