Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 0JT,82,82.00%
CF3 0JU,88,81.48%
CF3 0JW,88,81.48%
CF3 0JY,88,81.48%
CF3 0JX,90,79.65%
CF3 0JZ,90,79.65%
CF3 0LP,27,18.75%
CF3 0LB,17,14.29%
CF3 0LD,17,14.29%
CF3 0LN,17,14.29%
CF3 0LY,17,14.29%
CF3 0LL,8,5.56%
CF3 0LU,8,5.56%
CF3 0LQ,8,4.68%
CF3 0LR,8,4.68%
CF3 0LA,1,0.78%
CF3 0LE,1,0.78%
CF3 0LF,1,0.78%
CF3 0LG,1,0.78%
CF3 0LH,1,0.78%
CF3 0LJ,1,0.78%
CF3 0LX,1,0.78%
CF3 0LT,1,0.76%
CF3 0LW,1,0.76%
CF3 0LS,0,0.00%
