Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 6YQ,14,10.22%
CF3 6YS,14,10.37%
CF3 6YT,14,10.37%
CF3 6YW,14,10.22%
CF3 6YX,14,10.37%
CF3 6YY,11,8.15%
CF3 6YN,6,4.48%
CF3 6YP,6,4.48%
CF3 6YR,6,4.48%
CF3 6YZ,1,0.81%
