Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 2TA,34,24.82%
CF3 2TD,34,24.82%
CF3 2TL,34,24.82%
CF3 2TT,34,24.82%
CF3 2TH,26,18.18%
CF3 2TX,26,18.18%
CF3 2TZ,26,18.18%
CF3 2UA,26,18.18%
CF3 2SF,13,5.80%
CF3 2TG,13,5.80%
CF3 2TJ,13,5.80%
CF3 2TW,13,5.80%
CF3 2TY,13,5.80%
CF3 2UB,13,5.80%
CF3 2UD,13,5.80%
CF3 2UE,13,5.80%
CF3 2TN,5,2.76%
CF3 2TP,5,2.76%
CF3 2TQ,5,2.76%
CF3 2TR,5,2.76%
CF3 2TS,5,2.76%
CF3 2TB,2,1.49%
CF3 2TE,2,1.49%
CF3 2TF,2,1.49%
CF3 2TU,2,1.49%
