Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 0XU,91,42.72%
CF3 0UG,37,28.03%
CF3 0UJ,37,28.03%
CF3 0RN,16,12.03%
CF3 0ST,11,9.82%
CF3 0WJ,11,9.82%
CF3 0RP,12,8.16%
CF3 0RQ,12,8.16%
CF3 0RH,4,3.42%
CF3 0RJ,4,3.42%
CF3 0RL,4,3.42%
CF3 0SB,4,3.15%
CF3 0SD,4,3.15%
CF3 0SE,4,3.15%
CF3 0SF,4,3.15%
CF3 0UH,1,0.78%
CF3 0SA,1,0.76%
CF3 0SG,1,0.76%
CF3 0SH,0,0.00%
