Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 2UJ,34,24.82%
CF3 2UL,34,24.82%
CF3 2XB,34,24.82%
CF3 2WF,26,18.18%
CF3 2UZ,22,16.92%
CF3 2WL,22,16.92%
CF3 2UG,13,5.80%
CF3 2UF,2,1.49%
CF3 2UH,2,1.49%
CF3 2US,2,1.49%
CF3 2WB,2,1.49%
CF3 2WJ,1,0.78%
CF3 2UN,0,0.00%
CF3 2UP,0,0.00%
CF3 2UQ,0,0.00%
CF3 2UR,0,0.00%
CF3 2UT,0,0.00%
CF3 2UU,0,0.00%
CF3 2UW,0,0.00%
CF3 2UX,0,0.00%
CF3 2UY,0,0.00%
CF3 2WA,0,0.00%
CF3 2WD,0,0.00%
CF3 2WE,0,0.00%
CF3 2WH,0,0.00%
