Postcode,Council + Other Social (Count),Council + Other Social (%)
CF3 4DL,40,28.99%
CF3 4DE,41,28.67%
CF3 4DG,41,28.67%
CF3 4DH,41,28.67%
CF3 4DP,35,26.92%
CF3 4BX,29,22.14%
CF3 4BZ,27,20.61%
CF3 4DA,27,20.61%
CF3 4DB,27,20.61%
CF3 4DD,27,20.61%
CF3 4BN,6,3.64%
CF3 4BP,6,3.64%
CF3 4BQ,6,3.64%
CF3 4BR,6,3.64%
CF3 4BT,6,3.64%
CF3 4BU,6,3.64%
CF3 4BW,6,3.64%
CF3 4BY,6,3.64%
CF3 4DN,6,3.64%
CF3 4BH,4,3.54%
CF3 4BJ,4,3.54%
CF3 4BL,4,3.54%
CF3 4BS,0,0.00%
CF3 4DF,0,0.00%
CF3 4DJ,0,0.00%
